raw_text,aspectTerms
I would recommend to ask for a bigger sitting area when you make a reservation (if possible),"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Loved it,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A coworker and I tried Pacifico after work a few Fridays and loved it.,"[{'term': 'Pacifico', 'polarity': 'positive'}]"
The atmosphere was great.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'margaritas', 'polarity': 'neutral'}]"
"Our waitress wasn't mean, but not especially warm or attentive either.","[{'term': 'waitress', 'polarity': 'neutral'}]"
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.","[{'term': 'restaurant', 'polarity': 'positive'}]"
Maybe it has improved since then?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.","[{'term': 'patio', 'polarity': 'positive'}]"
Dumbfoundingly Poor,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This was, from start to finish, a mind-bogglingly uncomfortable experience.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,"[{'term': 'servers', 'polarity': 'negative'}]"
Polite acknowledgement is out;,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
supercilious scorn is in.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).","[{'term': 'server', 'polarity': 'negative'}, {'term': 'appetizer', 'polarity': 'positive'}]"
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.","[{'term': 'food', 'polarity': 'positive'}]"
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)","[{'term': 'fit-out', 'polarity': 'positive'}, {'term': 'furnishings', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}]"
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"On that scale, it's a world-beater.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
How is this palce still open?,"[{'term': 'palce', 'polarity': 'negative'}]"
I honestly don't even know where to begin.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We arrived and were seated immediately, which made us both happy.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Everything was going good until we got our meals.,"[{'term': 'meals', 'polarity': 'negative'}]"
I took one look at the chicken and I was appalled.,"[{'term': 'chicken', 'polarity': 'negative'}]"
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.","[{'term': 'spinach', 'polarity': 'negative'}]"
"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.","[{'term': 'salmon', 'polarity': 'negative'}]"
"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.","[{'term': 'waitress', 'polarity': 'negative'}]"
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.","[{'term': 'spinach', 'polarity': 'negative'}]"
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've had better chicken at BBQs!!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
So I decide to report back to the waitress because it was completely inedible.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"No desert menu, no apology, nothing!!!!!!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.","[{'term': 'manager', 'polarity': 'negative'}]"
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We refused to pay for it because at this point it had nothing to do with the food anymore.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The level of rudeness was preposterous.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.","[{'term': 'manager', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'positive'}]"
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
THIS STAFF SHOULD BE FIRED.,"[{'term': 'STAFF', 'polarity': 'negative'}]"
cirspy crust margherita pizza,"[{'term': 'margherita pizza', 'polarity': 'positive'}]"
we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
it was really good pizza.,"[{'term': 'pizza', 'polarity': 'positive'}]"
the crust was imazingly cooked well and pizza was fully loaded:):):),"[{'term': 'crust', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
you know what i mean all the positives things happening there made mw write this review.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Single Worst Restaurant in Manhattan,"[{'term': 'Restaurant', 'polarity': 'negative'}]"
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'pita', 'polarity': 'positive'}, {'term': 'hummus', 'polarity': 'positive'}, {'term': 'grilled octopus', 'polarity': 'positive'}]"
Moving on.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
If I could give 0 stars I would do so for this place.,"[{'term': 'place', 'polarity': 'negative'}]"
Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Well...they can run but they can't hide.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I live in the West Village and I've been to a lot of restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"However, most of them are at least prompt and pleasant.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place...god where do i begin.,"[{'term': 'place', 'polarity': 'negative'}]"
It is quite a spectacular scene i'll give them that.,"[{'term': 'scene', 'polarity': 'positive'}]"
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,"[{'term': 'decor', 'polarity': 'neutral'}, {'term': 'eggplant', 'polarity': 'negative'}]"
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.","[{'term': 'place', 'polarity': 'negative'}]"
Great Hot Dogs!,"[{'term': 'Hot Dogs', 'polarity': 'positive'}]"
I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Though it's been crowded most times I've gone here, Bark always delivers on their food.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'Bark', 'polarity': 'neutral'}]"
"The hot dogs are top notch, and they're Slamwich is amazing!","[{'term': 'hot dogs', 'polarity': 'positive'}, {'term': 'Slamwich', 'polarity': 'positive'}]"
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!","[{'term': 'Bark', 'polarity': 'positive'}]"
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,"[{'term': 'menu', 'polarity': 'negative'}]"
"But nonetheless--great spot, great food.","[{'term': 'spot', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
Fabulous food - if the front of house staff don't put you off – ,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'front of house staff', 'polarity': 'negative'}]"
We live nearby BFC. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ","[{'term': 'waiters', 'polarity': 'positive'}, {'term': 'front of house staff', 'polarity': 'negative'}, {'term': 'fish dishes', 'polarity': 'positive'}]"
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!","[{'term': 'BFC', 'polarity': 'negative'}, {'term': 'front of house staff', 'polarity': 'negative'}]"
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,"[{'term': 'girl', 'polarity': 'negative'}]"
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I'd be horrified if my staff were turning away customers so early and so rudely!,"[{'term': 'staff', 'polarity': 'negative'}]"
"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. ","[{'term': 'girl', 'polarity': 'negative'}]"
